Customer_ID,Generation,Gender,Region,Diet,Spice_Preference,Menu_ITEM,Price_USD,Calories,Taste_Rating,Portion_Rating,Freshness_Rating,Value_for_Price,Likelihood_to_Recommend,Overall_Sat
CUST_0242,Boomer,Female,Northeast,Flexitarian,Mild,Steak Bowl,12.06,710,4,7,10,9,8,9
CUST_0243,Boomer,Female,Northeast,Flexitarian,Mild,Veggie Bowl,9.85,590,7,6,5,4,7,9
CUST_0244,Boomer,Female,Northeast,Flexitarian,Mild,Barbacoa Tacos (3),11.23,650,4,8,3,2,4,6
CUST_0245,Boomer,Female,Northeast,Flexitarian,Mild,Carnitas Salad,10.58,620,8,7,7,6,3,5
CUST_0246,Boomer,Male,West,Vegan,Medium,Chicken Burrito,9.79,740,3,5,6,5,7,5
CUST_0247,Boomer,Male,West,Vegan,Medium,Steak Bowl,12.56,710,2,8,9,8,4,10
CUST_0248,Boomer,Male,West,Vegan,Medium,Veggie Bowl,10.86,590,5,3,9,8,7,10
CUST_0249,Boomer,Male,West,Vegan,Medium,Barbacoa Tacos (3),12.55,650,6,3,8,7,10,8
CUST_0250,Boomer,Male,West,Vegan,Medium,Carnitas Salad,10.31,620,6,2,7,6,7,7
CUST_0251,Millennial,Female,South,Vegan,Hot,Chicken Burrito,10.05,740,6,6,10,9,7,7
CUST_0252,Millennial,Female,South,Vegan,Hot,Steak Bowl,10.4,710,7,2,9,8,7,4
CUST_0253,Millennial,Female,South,Vegan,Hot,Veggie Bowl,9.59,590,7,7,6,5,6,9
CUST_0254,Millennial,Female,South,Vegan,Hot,Barbacoa Tacos (3),12.37,650,5,4,3,2,3,6
CUST_0255,Millennial,Female,South,Vegan,Hot,Carnitas Salad,11.41,620,8,5,4,3,6,10
CUST_0256,Gen Z,Male,Northeast,Vegetarian,Mild,Chicken Burrito,9.82,740,6,2,5,4,6,5
CUST_0257,Gen Z,Male,Northeast,Vegetarian,Mild,Steak Bowl,12.45,710,2,8,10,9,6,3
CUST_0258,Gen Z,Male,Northeast,Vegetarian,Mild,Veggie Bowl,10.57,590,5,2,8,7,7,10
CUST_0259,Gen Z,Male,Northeast,Vegetarian,Mild,Barbacoa Tacos (3),11.78,650,8,2,10,9,4,9
CUST_0260,Gen Z,Male,Northeast,Vegetarian,Mild,Carnitas Salad,11.45,620,6,3,10,9,3,3
CUST_0261,Gen Z,Male,Northeast,Omnivore,Mild,Chicken Burrito,11,740,2,2,6,5,4,8
CUST_0262,Gen Z,Male,Northeast,Omnivore,Mild,Steak Bowl,10.44,710,4,3,7,6,10,3
CUST_0263,Gen Z,Male,Northeast,Omnivore,Mild,Veggie Bowl,9.97,590,4,3,8,7,10,7
CUST_0264,Gen Z,Male,Northeast,Omnivore,Mild,Barbacoa Tacos (3),12.39,650,2,5,10,9,9,7
CUST_0265,Gen Z,Male,Northeast,Omnivore,Mild,Carnitas Salad,11.46,620,7,6,8,7,9,9
CUST_0266,Gen Z,Male,Midwest,Flexitarian,Hot,Chicken Burrito,11.13,740,3,4,8,7,7,6
CUST_0267,Gen Z,Male,Midwest,Flexitarian,Hot,Steak Bowl,12.39,710,8,2,3,2,8,5
CUST_0268,Gen Z,Male,Midwest,Flexitarian,Hot,Veggie Bowl,9.09,590,8,8,9,8,5,9
CUST_0269,Gen Z,Male,Midwest,Flexitarian,Hot,Barbacoa Tacos (3),11.77,650,3,2,10,9,3,9
CUST_0270,Gen Z,Male,Midwest,Flexitarian,Hot,Carnitas Salad,11.94,620,4,3,8,7,7,8
CUST_0271,Boomer,Male,Northeast,Flexitarian,Medium,Chicken Burrito,10.74,740,3,7,3,2,4,8
CUST_0272,Boomer,Male,Northeast,Flexitarian,Medium,Steak Bowl,12.48,710,6,4,5,4,10,8
CUST_0273,Boomer,Male,Northeast,Flexitarian,Medium,Veggie Bowl,9.58,590,6,8,9,8,5,7
CUST_0274,Boomer,Male,Northeast,Flexitarian,Medium,Barbacoa Tacos (3),12.27,650,3,8,4,3,9,4
CUST_0275,Boomer,Male,Northeast,Flexitarian,Medium,Carnitas Salad,11.14,620,5,3,5,4,8,10
CUST_0276,Gen Z,Male,South,Omnivore,Mild,Chicken Burrito,11.14,740,3,3,7,6,7,3
CUST_0277,Gen Z,Male,South,Omnivore,Mild,Steak Bowl,11.93,710,8,3,6,5,3,5
CUST_0278,Gen Z,Male,South,Omnivore,Mild,Veggie Bowl,9.99,590,4,5,8,7,4,8
CUST_0279,Gen Z,Male,South,Omnivore,Mild,Barbacoa Tacos (3),12.32,650,6,5,5,4,3,9
CUST_0280,Gen Z,Male,South,Omnivore,Mild,Carnitas Salad,11.68,620,2,6,10,9,8,5
CUST_0281,Millennial,Male,Midwest,Flexitarian,Medium,Chicken Burrito,11.2,740,5,4,4,3,5,9
CUST_0282,Millennial,Male,Midwest,Flexitarian,Medium,Steak Bowl,12.31,710,2,2,10,9,8,7
CUST_0283,Millennial,Male,Midwest,Flexitarian,Medium,Veggie Bowl,9.63,590,7,8,3,2,10,5
CUST_0284,Millennial,Male,Midwest,Flexitarian,Medium,Barbacoa Tacos (3),11.88,650,2,2,5,4,9,9
CUST_0285,Millennial,Male,Midwest,Flexitarian,Medium,Carnitas Salad,10.19,620,4,7,5,4,10,8
CUST_0286,Gen X,Male,South,Omnivore,Medium,Chicken Burrito,9.9,740,3,7,9,8,6,4
CUST_0287,Gen X,Male,South,Omnivore,Medium,Steak Bowl,10.57,710,4,2,6,5,4,5
CUST_0288,Gen X,Male,South,Omnivore,Medium,Veggie Bowl,9.67,590,3,5,5,4,4,3
CUST_0289,Gen X,Male,South,Omnivore,Medium,Barbacoa Tacos (3),11.24,650,6,8,6,5,10,7
CUST_0290,Gen X,Male,South,Omnivore,Medium,Carnitas Salad,10.71,620,3,8,4,3,3,8
CUST_0291,Gen Z,Female,Midwest,Vegan,Mild,Chicken Burrito,11,740,8,3,7,6,8,10
CUST_0292,Gen Z,Female,Midwest,Vegan,Mild,Steak Bowl,10.68,710,2,2,6,5,10,5
CUST_0293,Gen Z,Female,Midwest,Vegan,Mild,Veggie Bowl,10.23,590,5,3,8,7,4,5
CUST_0294,Gen Z,Female,Midwest,Vegan,Mild,Barbacoa Tacos (3),13.12,650,5,6,8,7,9,7
CUST_0295,Gen Z,Female,Midwest,Vegan,Mild,Carnitas Salad,9.99,620,5,4,5,4,8,7
CUST_0296,Gen Z,Male,West,Vegan,Mild,Chicken Burrito,11.46,740,4,4,6,5,5,7
CUST_0297,Gen Z,Male,West,Vegan,Mild,Steak Bowl,11.82,710,5,7,6,5,3,6
CUST_0298,Gen Z,Male,West,Vegan,Mild,Veggie Bowl,10.61,590,2,2,8,7,8,9
CUST_0299,Gen Z,Male,West,Vegan,Mild,Barbacoa Tacos (3),12.21,650,6,4,8,7,8,4
CUST_0300,Gen Z,Male,West,Vegan,Mild,Carnitas Salad,10.21,620,7,4,10,9,9,6
CUST_0301,Gen X,Male,Midwest,Vegetarian,Mild,Chicken Burrito,10.35,740,7,5,9,8,9,6
CUST_0302,Gen X,Male,Midwest,Vegetarian,Mild,Steak Bowl,11.89,710,6,4,7,6,10,3
CUST_0303,Gen X,Male,Midwest,Vegetarian,Mild,Veggie Bowl,10.9,590,5,8,7,6,3,3
CUST_0304,Gen X,Male,Midwest,Vegetarian,Mild,Barbacoa Tacos (3),13.02,650,5,5,6,5,6,4
CUST_0305,Gen X,Male,Midwest,Vegetarian,Mild,Carnitas Salad,10.28,620,3,4,7,6,9,10
CUST_0306,Millennial,Male,West,Vegetarian,Hot,Chicken Burrito,11.15,740,7,2,8,7,9,3
CUST_0307,Millennial,Male,West,Vegetarian,Hot,Steak Bowl,11.36,710,8,2,5,4,10,3
CUST_0308,Millennial,Male,West,Vegetarian,Hot,Veggie Bowl,9.43,590,5,4,4,3,7,4
CUST_0309,Millennial,Male,West,Vegetarian,Hot,Barbacoa Tacos (3),12.83,650,2,3,6,5,4,10
CUST_0310,Millennial,Male,West,Vegetarian,Hot,Carnitas Salad,11.42,620,3,2,10,9,7,3
CUST_0311,Gen X,Male,South,Vegan,Mild,Chicken Burrito,11.33,740,8,5,9,8,3,7
CUST_0312,Gen X,Male,South,Vegan,Mild,Steak Bowl,11.87,710,2,6,4,3,9,7
CUST_0313,Gen X,Male,South,Vegan,Mild,Veggie Bowl,9.6,590,8,6,7,6,4,9
CUST_0314,Gen X,Male,South,Vegan,Mild,Barbacoa Tacos (3),12.32,650,8,8,8,7,6,10
CUST_0315,Gen X,Male,South,Vegan,Mild,Carnitas Salad,10.6,620,2,7,3,2,5,7
CUST_0316,Gen Z,Female,Midwest,Omnivore,Mild,Chicken Burrito,10.35,740,5,3,7,6,6,9
CUST_0317,Gen Z,Female,Midwest,Omnivore,Mild,Steak Bowl,11.29,710,5,4,7,6,5,6
CUST_0318,Gen Z,Female,Midwest,Omnivore,Mild,Veggie Bowl,10.62,590,5,5,5,4,4,5
CUST_0319,Gen Z,Female,Midwest,Omnivore,Mild,Barbacoa Tacos (3),12.97,650,5,5,9,8,8,4
CUST_0320,Gen Z,Female,Midwest,Omnivore,Mild,Carnitas Salad,11.95,620,8,7,5,4,3,9
CUST_0321,Gen X,Male,West,Omnivore,Mild,Chicken Burrito,9.9,740,4,6,7,6,9,10
CUST_0322,Gen X,Male,West,Omnivore,Mild,Steak Bowl,11.11,710,3,3,8,7,5,9
CUST_0323,Gen X,Male,West,Omnivore,Mild,Veggie Bowl,10.03,590,4,4,10,9,10,10
CUST_0324,Gen X,Male,West,Omnivore,Mild,Barbacoa Tacos (3),12.83,650,8,8,7,6,10,5
CUST_0325,Gen X,Male,West,Omnivore,Mild,Carnitas Salad,10.39,620,5,7,9,8,5,3
CUST_0326,Boomer,Male,South,Flexitarian,Hot,Chicken Burrito,11.12,740,8,6,3,2,4,4
CUST_0327,Boomer,Male,South,Flexitarian,Hot,Steak Bowl,10.52,710,8,4,3,2,8,8
CUST_0328,Boomer,Male,South,Flexitarian,Hot,Veggie Bowl,10.23,590,4,4,10,9,9,9
CUST_0329,Boomer,Male,South,Flexitarian,Hot,Barbacoa Tacos (3),12.03,650,6,2,9,8,5,5
CUST_0330,Boomer,Male,South,Flexitarian,Hot,Carnitas Salad,10.74,620,2,6,3,2,8,3
CUST_0331,Millennial,Male,South,Omnivore,Medium,Chicken Burrito,10.7,740,4,7,3,2,8,7
CUST_0332,Millennial,Male,South,Omnivore,Medium,Steak Bowl,12.36,710,3,5,7,6,9,6
CUST_0333,Millennial,Male,South,Omnivore,Medium,Veggie Bowl,10.78,590,2,6,5,4,3,6
CUST_0334,Millennial,Male,South,Omnivore,Medium,Barbacoa Tacos (3),12.1,650,4,6,9,8,10,4
CUST_0335,Millennial,Male,South,Omnivore,Medium,Carnitas Salad,12.05,620,7,6,4,3,5,9
CUST_0336,Millennial,Male,Northeast,Omnivore,Medium,Chicken Burrito,9.86,740,6,6,5,4,4,9
CUST_0337,Millennial,Male,Northeast,Omnivore,Medium,Steak Bowl,11.55,710,8,8,3,2,9,6
CUST_0338,Millennial,Male,Northeast,Omnivore,Medium,Veggie Bowl,9.36,590,8,7,7,6,6,3
CUST_0339,Millennial,Male,Northeast,Omnivore,Medium,Barbacoa Tacos (3),13.13,650,4,5,6,5,10,4
CUST_0340,Millennial,Male,Northeast,Omnivore,Medium,Carnitas Salad,9.94,620,6,3,9,8,4,3
CUST_0341,Gen X,Male,South,Vegetarian,Medium,Chicken Burrito,9.87,740,3,4,6,5,9,5
CUST_0342,Gen X,Male,South,Vegetarian,Medium,Steak Bowl,11.86,710,7,5,5,4,4,5
CUST_0343,Gen X,Male,South,Vegetarian,Medium,Veggie Bowl,9.73,590,4,7,5,4,9,3
CUST_0344,Gen X,Male,South,Vegetarian,Medium,Barbacoa Tacos (3),13.18,650,6,8,9,8,3,10
CUST_0345,Gen X,Male,South,Vegetarian,Medium,Carnitas Salad,11.7,620,7,8,6,5,3,8
CUST_0346,Millennial,Male,Midwest,Vegetarian,Medium,Chicken Burrito,9.64,740,2,4,6,5,6,8
CUST_0347,Millennial,Male,Midwest,Vegetarian,Medium,Steak Bowl,10.43,710,8,7,7,6,7,8
CUST_0348,Millennial,Male,Midwest,Vegetarian,Medium,Veggie Bowl,10.15,590,4,6,4,3,5,7
CUST_0349,Millennial,Male,Midwest,Vegetarian,Medium,Barbacoa Tacos (3),12.38,650,4,5,3,2,8,5
CUST_0350,Millennial,Male,Midwest,Vegetarian,Medium,Carnitas Salad,10.85,620,5,4,6,5,5,6
CUST_0351,Gen X,Male,South,Vegetarian,Mild,Chicken Burrito,10.63,740,2,4,7,6,9,3
CUST_0352,Gen X,Male,South,Vegetarian,Mild,Steak Bowl,11.01,710,6,2,6,5,9,9
CUST_0353,Gen X,Male,South,Vegetarian,Mild,Veggie Bowl,9.71,590,5,7,3,2,6,8
CUST_0354,Gen X,Male,South,Vegetarian,Mild,Barbacoa Tacos (3),11.31,650,5,3,10,9,4,3
CUST_0355,Gen X,Male,South,Vegetarian,Mild,Carnitas Salad,11.84,620,7,7,10,9,8,5
CUST_0356,Gen Z,Male,South,Vegetarian,Mild,Chicken Burrito,9.49,740,6,3,9,8,10,9
CUST_0357,Gen Z,Male,South,Vegetarian,Mild,Steak Bowl,11.18,710,3,7,7,6,5,3
CUST_0358,Gen Z,Male,South,Vegetarian,Mild,Veggie Bowl,10.04,590,6,7,9,8,8,6
CUST_0359,Gen Z,Male,South,Vegetarian,Mild,Barbacoa Tacos (3),11.16,650,2,5,6,5,6,9
CUST_0360,Gen Z,Male,South,Vegetarian,Mild,Carnitas Salad,10.17,620,3,5,7,6,4,4
CUST_0361,Gen Z,Male,South,Omnivore,Mild,Chicken Burrito,10.14,740,7,5,9,8,9,6
CUST_0362,Gen Z,Male,South,Omnivore,Mild,Steak Bowl,12.01,710,5,6,4,3,9,3
CUST_0363,Gen Z,Male,South,Omnivore,Mild,Veggie Bowl,10.26,590,3,4,10,9,3,8
CUST_0364,Gen Z,Male,South,Omnivore,Mild,Barbacoa Tacos (3),11.08,650,2,8,9,8,6,3
CUST_0365,Gen Z,Male,South,Omnivore,Mild,Carnitas Salad,10.32,620,8,4,9,8,9,7
CUST_0366,Gen X,Female,West,Vegan,Mild,Chicken Burrito,11.02,740,6,5,6,5,8,4
CUST_0367,Gen X,Female,West,Vegan,Mild,Steak Bowl,11.61,710,8,2,9,8,7,4
CUST_0368,Gen X,Female,West,Vegan,Mild,Veggie Bowl,9.56,590,3,4,6,5,7,7
CUST_0369,Gen X,Female,West,Vegan,Mild,Barbacoa Tacos (3),11.89,650,6,7,7,6,5,7
CUST_0370,Gen X,Female,West,Vegan,Mild,Carnitas Salad,10.05,620,2,6,3,2,8,4
CUST_0371,Boomer,Female,Northeast,Omnivore,Medium,Chicken Burrito,11.02,740,4,5,3,2,7,8
CUST_0372,Boomer,Female,Northeast,Omnivore,Medium,Steak Bowl,11.05,710,8,6,9,8,3,3
CUST_0373,Boomer,Female,Northeast,Omnivore,Medium,Veggie Bowl,10.25,590,7,8,10,9,8,8
CUST_0374,Boomer,Female,Northeast,Omnivore,Medium,Barbacoa Tacos (3),12.28,650,6,5,9,8,10,8
CUST_0375,Boomer,Female,Northeast,Omnivore,Medium,Carnitas Salad,11.44,620,6,4,6,5,10,10
CUST_0376,Boomer,Male,South,Omnivore,Hot,Chicken Burrito,11.18,740,8,6,4,3,8,10
CUST_0377,Boomer,Male,South,Omnivore,Hot,Steak Bowl,11.01,710,3,7,9,8,7,9
CUST_0378,Boomer,Male,South,Omnivore,Hot,Veggie Bowl,9.02,590,4,2,9,8,9,9
CUST_0379,Boomer,Male,South,Omnivore,Hot,Barbacoa Tacos (3),13.02,650,3,3,4,3,4,6
CUST_0380,Boomer,Male,South,Omnivore,Hot,Carnitas Salad,11.31,620,6,3,4,3,6,8
CUST_0381,Gen Z,Female,Northeast,Vegetarian,Hot,Chicken Burrito,11.39,740,4,6,9,8,7,9
CUST_0382,Gen Z,Female,Northeast,Vegetarian,Hot,Steak Bowl,11.65,710,5,4,3,2,4,6
CUST_0383,Gen Z,Female,Northeast,Vegetarian,Hot,Veggie Bowl,9.33,590,5,3,4,3,7,9
CUST_0384,Gen Z,Female,Northeast,Vegetarian,Hot,Barbacoa Tacos (3),13.11,650,4,8,4,3,3,8
CUST_0385,Gen Z,Female,Northeast,Vegetarian,Hot,Carnitas Salad,10.61,620,2,4,3,2,10,6
CUST_0386,Gen X,Female,Northeast,Flexitarian,Medium,Chicken Burrito,11.11,740,5,6,8,7,9,5
CUST_0387,Gen X,Female,Northeast,Flexitarian,Medium,Steak Bowl,10.82,710,2,7,10,9,9,5
CUST_0388,Gen X,Female,Northeast,Flexitarian,Medium,Veggie Bowl,10.17,590,7,5,10,9,8,7
CUST_0389,Gen X,Female,Northeast,Flexitarian,Medium,Barbacoa Tacos (3),12.3,650,4,6,8,7,9,7
CUST_0390,Gen X,Female,Northeast,Flexitarian,Medium,Carnitas Salad,11.59,620,4,2,7,6,9,7
CUST_0391,Boomer,Male,West,Vegetarian,Medium,Chicken Burrito,9.59,740,8,2,9,8,3,10
CUST_0392,Boomer,Male,West,Vegetarian,Medium,Steak Bowl,11.77,710,5,8,10,9,6,5
CUST_0393,Boomer,Male,West,Vegetarian,Medium,Veggie Bowl,10.54,590,6,3,7,6,10,4
CUST_0394,Boomer,Male,West,Vegetarian,Medium,Barbacoa Tacos (3),12.76,650,8,8,6,5,6,7
CUST_0395,Boomer,Male,West,Vegetarian,Medium,Carnitas Salad,10.89,620,4,2,8,7,6,6
CUST_0396,Millennial,Female,Northeast,Vegetarian,Mild,Chicken Burrito,10,740,3,5,8,7,10,7
CUST_0397,Millennial,Female,Northeast,Vegetarian,Mild,Steak Bowl,11.39,710,5,5,5,4,5,5
CUST_0398,Millennial,Female,Northeast,Vegetarian,Mild,Veggie Bowl,9.48,590,5,8,3,2,10,8
CUST_0399,Millennial,Female,Northeast,Vegetarian,Mild,Barbacoa Tacos (3),11.63,650,5,6,8,7,3,7
CUST_0400,Millennial,Female,Northeast,Vegetarian,Mild,Carnitas Salad,11.67,620,5,6,10,9,3,8
CUST_0401,Gen Z,Male,South,Vegan,Hot,Chicken Burrito,11.37,740,4,6,7,6,5,9
CUST_0402,Gen Z,Male,South,Vegan,Hot,Steak Bowl,12,710,8,3,4,3,8,10
CUST_0403,Gen Z,Male,South,Vegan,Hot,Veggie Bowl,10.53,590,8,6,10,9,7,9
CUST_0404,Gen Z,Male,South,Vegan,Hot,Barbacoa Tacos (3),11.51,650,2,4,10,9,4,8
CUST_0405,Gen Z,Male,South,Vegan,Hot,Carnitas Salad,10.64,620,5,7,10,9,8,3
CUST_0406,Gen X,Male,Northeast,Vegetarian,Hot,Chicken Burrito,10.65,740,8,8,3,2,10,10
CUST_0407,Gen X,Male,Northeast,Vegetarian,Hot,Steak Bowl,10.38,710,6,3,9,8,5,9
CUST_0408,Gen X,Male,Northeast,Vegetarian,Hot,Veggie Bowl,9.47,590,4,2,10,9,10,7
CUST_0409,Gen X,Male,Northeast,Vegetarian,Hot,Barbacoa Tacos (3),11.64,650,4,2,6,5,7,5
CUST_0410,Gen X,Male,Northeast,Vegetarian,Hot,Carnitas Salad,11.83,620,6,2,8,7,8,8
CUST_0411,Gen Z,Male,South,Flexitarian,Medium,Chicken Burrito,10.57,740,6,3,9,8,3,7
CUST_0412,Gen Z,Male,South,Flexitarian,Medium,Steak Bowl,11.6,710,7,7,5,4,7,10
CUST_0413,Gen Z,Male,South,Flexitarian,Medium,Veggie Bowl,9.13,590,3,3,8,7,8,9
CUST_0414,Gen Z,Male,South,Flexitarian,Medium,Barbacoa Tacos (3),11.85,650,8,5,10,9,10,4
CUST_0415,Gen Z,Male,South,Flexitarian,Medium,Carnitas Salad,10.79,620,8,2,7,6,6,9
CUST_0416,Gen Z,Male,South,Vegan,Hot,Chicken Burrito,10.34,740,8,5,6,5,5,8
CUST_0417,Gen Z,Male,South,Vegan,Hot,Steak Bowl,11.88,710,7,3,6,5,4,3
CUST_0418,Gen Z,Male,South,Vegan,Hot,Veggie Bowl,10.43,590,5,6,5,4,9,7
CUST_0419,Gen Z,Male,South,Vegan,Hot,Barbacoa Tacos (3),12.87,650,4,3,6,5,4,3
CUST_0420,Gen Z,Male,South,Vegan,Hot,Carnitas Salad,10.91,620,5,5,10,9,9,7
CUST_0421,Boomer,Female,South,Flexitarian,Hot,Chicken Burrito,10.13,740,4,2,9,8,9,3
CUST_0422,Boomer,Female,South,Flexitarian,Hot,Steak Bowl,11.2,710,7,4,10,9,7,10
CUST_0423,Boomer,Female,South,Flexitarian,Hot,Veggie Bowl,9.5,590,5,6,9,8,6,5
CUST_0424,Boomer,Female,South,Flexitarian,Hot,Barbacoa Tacos (3),10.84,650,5,5,3,2,5,10
CUST_0425,Boomer,Female,South,Flexitarian,Hot,Carnitas Salad,11.07,620,8,6,3,2,4,10
CUST_0426,Millennial,Male,Northeast,Vegan,Medium,Chicken Burrito,10.54,740,6,4,9,8,7,8
CUST_0427,Millennial,Male,Northeast,Vegan,Medium,Steak Bowl,10.54,710,7,5,4,3,7,7
CUST_0428,Millennial,Male,Northeast,Vegan,Medium,Veggie Bowl,10.39,590,2,3,10,9,3,10
CUST_0429,Millennial,Male,Northeast,Vegan,Medium,Barbacoa Tacos (3),12.17,650,3,7,6,5,9,10
CUST_0430,Millennial,Male,Northeast,Vegan,Medium,Carnitas Salad,11.12,620,4,3,6,5,3,7
CUST_0431,Gen Z,Female,South,Vegetarian,Mild,Chicken Burrito,10.17,740,5,6,5,4,8,8
CUST_0432,Gen Z,Female,South,Vegetarian,Mild,Steak Bowl,10.73,710,8,3,7,6,7,8
CUST_0433,Gen Z,Female,South,Vegetarian,Mild,Veggie Bowl,9.34,590,7,5,8,7,8,10
CUST_0434,Gen Z,Female,South,Vegetarian,Mild,Barbacoa Tacos (3),13.05,650,2,4,4,3,10,9
CUST_0435,Gen Z,Female,South,Vegetarian,Mild,Carnitas Salad,10.14,620,7,3,3,2,8,4
CUST_0436,Millennial,Male,South,Vegetarian,Hot,Chicken Burrito,9.54,740,2,3,6,5,7,4
CUST_0437,Millennial,Male,South,Vegetarian,Hot,Steak Bowl,11.84,710,5,6,6,5,5,9
CUST_0438,Millennial,Male,South,Vegetarian,Hot,Veggie Bowl,9.68,590,8,5,10,9,9,4
CUST_0439,Millennial,Male,South,Vegetarian,Hot,Barbacoa Tacos (3),10.8,650,7,8,7,6,10,5
CUST_0440,Millennial,Male,South,Vegetarian,Hot,Carnitas Salad,10.53,620,8,5,6,5,7,4
CUST_0441,Gen Z,Male,South,Flexitarian,Hot,Chicken Burrito,11.3,740,8,4,7,6,6,9
CUST_0442,Gen Z,Male,South,Flexitarian,Hot,Steak Bowl,12.13,710,7,3,9,8,10,3
CUST_0443,Gen Z,Male,South,Flexitarian,Hot,Veggie Bowl,9.4,590,3,4,10,9,3,3
CUST_0444,Gen Z,Male,South,Flexitarian,Hot,Barbacoa Tacos (3),13.17,650,5,3,10,9,8,5
CUST_0445,Gen Z,Male,South,Flexitarian,Hot,Carnitas Salad,11.98,620,3,6,10,9,10,7
CUST_0446,Gen Z,Female,Midwest,Flexitarian,Medium,Chicken Burrito,10.17,740,7,6,8,7,7,3
CUST_0447,Gen Z,Female,Midwest,Flexitarian,Medium,Steak Bowl,11.93,710,7,8,8,7,9,7
CUST_0448,Gen Z,Female,Midwest,Flexitarian,Medium,Veggie Bowl,10.99,590,8,7,7,6,7,8
CUST_0449,Gen Z,Female,Midwest,Flexitarian,Medium,Barbacoa Tacos (3),12.17,650,2,3,10,9,3,10
CUST_0450,Gen Z,Female,Midwest,Flexitarian,Medium,Carnitas Salad,9.92,620,2,2,8,7,4,10
CUST_0451,Boomer,Male,Northeast,Vegan,Medium,Chicken Burrito,10.28,740,3,6,5,4,9,6
CUST_0452,Boomer,Male,Northeast,Vegan,Medium,Steak Bowl,10.79,710,6,5,3,2,3,7
CUST_0453,Boomer,Male,Northeast,Vegan,Medium,Veggie Bowl,10.22,590,3,6,8,7,6,3
CUST_0454,Boomer,Male,Northeast,Vegan,Medium,Barbacoa Tacos (3),10.86,650,3,2,10,9,6,7
CUST_0455,Boomer,Male,Northeast,Vegan,Medium,Carnitas Salad,11.72,620,5,2,5,4,6,10
CUST_0456,Gen X,Male,Northeast,Flexitarian,Medium,Chicken Burrito,10.27,740,8,2,6,5,7,5
CUST_0457,Gen X,Male,Northeast,Flexitarian,Medium,Steak Bowl,12.62,710,7,7,3,2,10,7
CUST_0458,Gen X,Male,Northeast,Flexitarian,Medium,Veggie Bowl,9.21,590,6,5,5,4,9,10
CUST_0459,Gen X,Male,Northeast,Flexitarian,Medium,Barbacoa Tacos (3),12.24,650,5,3,7,6,7,3
CUST_0460,Gen X,Male,Northeast,Flexitarian,Medium,Carnitas Salad,11.69,620,6,6,4,3,10,3
CUST_0461,Gen Z,Female,West,Vegetarian,Mild,Chicken Burrito,10.02,740,7,6,4,3,7,5
CUST_0462,Gen Z,Female,West,Vegetarian,Mild,Steak Bowl,12.58,710,3,8,9,8,4,3
CUST_0463,Gen Z,Female,West,Vegetarian,Mild,Veggie Bowl,10.38,590,3,8,10,9,7,7
CUST_0464,Gen Z,Female,West,Vegetarian,Mild,Barbacoa Tacos (3),12.14,650,6,2,10,9,8,8
CUST_0465,Gen Z,Female,West,Vegetarian,Mild,Carnitas Salad,11.63,620,3,7,10,9,6,7
CUST_0466,Boomer,Female,West,Vegan,Mild,Chicken Burrito,11.09,740,4,6,4,3,9,8
CUST_0467,Boomer,Female,West,Vegan,Mild,Steak Bowl,10.8,710,3,6,9,8,8,3
CUST_0468,Boomer,Female,West,Vegan,Mild,Veggie Bowl,10.72,590,2,6,9,8,4,5
CUST_0469,Boomer,Female,West,Vegan,Mild,Barbacoa Tacos (3),10.91,650,7,4,5,4,7,6
CUST_0470,Boomer,Female,West,Vegan,Mild,Carnitas Salad,10.94,620,2,5,7,6,9,5
CUST_0471,Boomer,Female,South,Omnivore,Mild,Chicken Burrito,10.78,740,8,6,9,8,9,5
CUST_0472,Boomer,Female,South,Omnivore,Mild,Steak Bowl,11.31,710,3,6,7,6,8,9
CUST_0473,Boomer,Female,South,Omnivore,Mild,Veggie Bowl,9.4,590,5,8,3,2,7,4
CUST_0474,Boomer,Female,South,Omnivore,Mild,Barbacoa Tacos (3),11.71,650,3,6,3,2,5,5
CUST_0475,Boomer,Female,South,Omnivore,Mild,Carnitas Salad,10.98,620,3,7,8,7,4,10
CUST_0476,Gen X,Female,Northeast,Vegan,Medium,Chicken Burrito,10.07,740,5,8,10,9,4,7
CUST_0477,Gen X,Female,Northeast,Vegan,Medium,Steak Bowl,11.75,710,3,8,5,4,3,3
CUST_0478,Gen X,Female,Northeast,Vegan,Medium,Veggie Bowl,10.48,590,7,5,10,9,7,6
CUST_0479,Gen X,Female,Northeast,Vegan,Medium,Barbacoa Tacos (3),12.55,650,5,7,3,2,10,4
CUST_0480,Gen X,Female,Northeast,Vegan,Medium,Carnitas Salad,12,620,5,4,6,5,3,5
CUST_0481,Millennial,Female,Midwest,Omnivore,Medium,Chicken Burrito,9.91,740,2,5,6,5,9,6
CUST_0482,Millennial,Female,Midwest,Omnivore,Medium,Steak Bowl,11.2,710,7,3,9,8,3,7
CUST_0483,Millennial,Female,Midwest,Omnivore,Medium,Veggie Bowl,9.76,590,7,4,8,7,6,9
CUST_0484,Millennial,Female,Midwest,Omnivore,Medium,Barbacoa Tacos (3),13.18,650,7,8,6,5,3,6
CUST_0485,Millennial,Female,Midwest,Omnivore,Medium,Carnitas Salad,11.82,620,4,4,8,7,3,10
CUST_0486,Millennial,Male,South,Flexitarian,Medium,Chicken Burrito,11.07,740,5,3,8,7,4,9
