Emp_ID,Age,Gender,City,Education_Level,Salary,Total Business Value,Quarterly Rating,TenureMonths,Attrition
1427,37,Female,Kolkata,PhD,350428,7662496,3,23,Yes
1428,47,Male,Mumbai,PhD,947699,3083647,3,35,No
1429,47,Male,Mumbai,PhD,755004,4960711,3,68,No
1430,42,Male,Delhi,Bachelor,1663247,8245436,3,13,No
1431,60,Female,Pune,Master,634200,2435748,4,17,No
1432,57,Female,Delhi,Bachelor,1802558,1747128,4,40,No
1433,54,Female,Pune,Bachelor,1182411,3012890,1,118,No
1434,51,Male,Kolkata,Master,1349404,1654757,1,76,No
1435,58,Male,Kolkata,Bachelor,1248453,911515,3,117,No
1436,44,Female,Ahmedabad,PhD,1834287,1581936,3,14,No
1437,31,Male,Delhi,Bachelor,783006,2836806,4,38,No
1438,26,Male,Delhi,Master,1520882,9718507,2,96,Yes
1439,57,Female,Delhi,Bachelor,1259691,4125987,2,65,No
1440,55,Female,Kolkata,Bachelor,1439939,5715746,4,111,No
1441,52,Male,Kolkata,Bachelor,1523858,3146970,1,35,No
1442,31,Male,Hyderabad,Bachelor,389930,2986424,4,97,No
1443,40,Female,Delhi,Bachelor,1832160,8713405,1,53,No
1444,53,Female,Ahmedabad,PhD,1382024,3553040,4,119,No
1445,22,Male,Chennai,Master,570217,4835241,2,10,Yes
1446,26,Male,Chennai,Bachelor,1167842,7038888,2,78,Yes
1447,25,Male,Mumbai,Bachelor,1820647,6580195,2,74,No
1448,37,Female,Bangalore,Bachelor,683311,5418788,3,1,Yes
1449,45,Male,Delhi,Bachelor,1082243,9170223,3,88,Yes
1450,37,Male,Bangalore,Master,309834,6558753,2,72,No
1451,23,Male,Bangalore,Bachelor,1925127,4257018,4,43,No
1452,49,Male,Mumbai,Master,712582,3674116,3,102,No
1453,53,Male,Bangalore,Bachelor,1877939,1685334,3,18,No
1454,48,Male,Ahmedabad,Bachelor,610134,6777244,4,69,No
1455,41,Female,Kolkata,Master,1952411,3600631,4,40,No
1456,45,Female,Bangalore,Bachelor,1742034,916793,2,62,No
1457,33,Female,Kolkata,Master,986244,2217503,4,15,No
1458,56,Male,Kolkata,Master,1889727,1779879,3,69,No
1459,54,Female,Chennai,Master,1222718,5943191,2,60,No
1460,54,Male,Kolkata,Bachelor,1544290,7966964,3,86,Yes
1461,64,Male,Bangalore,PhD,1517446,1384792,2,91,No
1462,58,Male,Pune,Master,1127600,6539373,4,34,No
1463,33,Male,Ahmedabad,Bachelor,702953,8716651,1,35,No
1464,24,Male,Delhi,Bachelor,1635252,2752559,1,89,No
1465,22,Female,Ahmedabad,Bachelor,1753980,9177264,3,61,No
1466,54,Female,Ahmedabad,Bachelor,819708,9568710,1,59,No
1467,61,Female,Delhi,PhD,1966707,2404087,2,2,Yes
1468,31,Male,Bangalore,Bachelor,1413934,8487990,1,23,Yes
1469,64,Female,Mumbai,Master,1775040,2013352,4,21,No
1470,50,Male,Pune,Bachelor,1323499,6753807,2,5,Yes
1471,34,Female,Mumbai,Bachelor,1137132,3866372,2,91,No
1472,33,Female,Mumbai,PhD,1636299,547065,1,18,No
1473,52,Female,Bangalore,Bachelor,1901899,922795,2,34,No
1474,23,Female,Hyderabad,Bachelor,1473926,6081851,4,100,No
1475,56,Female,Bangalore,PhD,1186694,9753271,2,110,No
1476,44,Female,Chennai,PhD,334405,8217526,1,102,No
1477,38,Male,Hyderabad,Master,778892,8478849,4,27,No
1478,47,Male,Kolkata,Master,1776820,6418553,2,51,No
1479,29,Male,Pune,Master,1833135,3587153,3,28,Yes
1480,50,Male,Hyderabad,Bachelor,302017,8127708,3,79,No
1481,47,Male,Bangalore,Master,1411898,9976738,4,89,No
1482,31,Female,Bangalore,PhD,576029,8106118,2,83,No
1483,47,Male,Mumbai,Bachelor,1732450,1015873,3,17,No
1484,55,Male,Bangalore,Bachelor,939496,8468085,1,97,No
1485,62,Male,Kolkata,Bachelor,1632139,4574074,4,1,Yes
1486,28,Male,Chennai,Master,348764,8514636,1,27,No
1487,25,Male,Bangalore,Bachelor,1002113,9779335,2,59,No
1488,32,Male,Delhi,Master,603122,6850043,2,74,No
1489,50,Male,Delhi,Bachelor,1145285,5408439,4,39,No
1490,57,Male,Mumbai,Master,592697,1961587,3,54,No
1491,46,Male,Hyderabad,Bachelor,1527862,4463482,4,74,No
1492,42,Female,Hyderabad,Bachelor,534001,9454892,3,96,No
1493,57,Male,Delhi,Master,1252556,4585436,4,54,No
1494,31,Male,Chennai,Bachelor,659597,3537673,2,85,No
1495,58,Female,Pune,Bachelor,1154119,3593770,3,72,No
1496,30,Female,Kolkata,Bachelor,317320,5900603,1,73,No
1497,45,Male,Ahmedabad,Bachelor,1397964,9483376,3,114,No
1498,56,Male,Kolkata,Bachelor,1183248,6440032,1,36,Yes
1499,56,Male,Kolkata,PhD,1712197,7204875,1,18,No
1500,57,Female,Chennai,Master,613267,3461466,1,5,No
1501,39,Male,Delhi,Master,1835561,9285265,2,46,No
1502,60,Female,Kolkata,Bachelor,985226,7549826,3,119,No
1503,53,Female,Chennai,Bachelor,1265769,2417986,4,86,No
1504,45,Female,Pune,Bachelor,1476148,6071074,2,78,No
1505,44,Female,Hyderabad,Master,1114757,8894431,2,96,No
1506,53,Female,Delhi,Bachelor,1674245,6847614,2,112,No
1507,58,Male,Ahmedabad,Master,833422,3196688,1,32,No
1508,33,Male,Bangalore,Bachelor,499416,7675206,1,76,Yes
1509,34,Female,Kolkata,Bachelor,1942251,1866239,1,69,No
1510,44,Female,Pune,Bachelor,1604371,4645090,4,116,Yes
1511,46,Female,Pune,Master,443976,3937400,1,92,No
1512,56,Female,Pune,Bachelor,1396096,7024508,3,28,No
1513,62,Male,Hyderabad,Bachelor,1501112,6065588,1,93,No
1514,51,Female,Chennai,PhD,1557307,9178287,4,114,Yes
1515,38,Female,Mumbai,Master,1335695,7234556,4,98,No
1516,41,Male,Kolkata,Bachelor,1636574,4810587,4,17,No
1517,46,Male,Bangalore,Bachelor,1149430,8878946,3,54,No
1518,43,Male,Kolkata,Bachelor,1785126,1781790,2,14,Yes
1519,34,Male,Delhi,Bachelor,1683921,9324380,4,40,No
1520,40,Female,Ahmedabad,Master,1265191,9207584,4,80,No
1521,57,Female,Chennai,Bachelor,857685,4072510,2,85,Yes
1522,33,Female,Pune,Master,648558,9990718,4,91,No
1523,62,Female,Ahmedabad,Bachelor,1622533,9205293,4,14,Yes
1524,40,Female,Kolkata,Bachelor,1537147,3387127,2,108,No
1525,33,Female,Hyderabad,PhD,797498,9171042,4,2,No
1526,30,Female,Pune,Bachelor,612446,6231064,4,7,No
1527,28,Female,Chennai,Master,816372,2267207,3,83,No
1528,49,Female,Delhi,Master,761803,2852904,1,22,No
1529,35,Male,Ahmedabad,Bachelor,1863674,5472844,2,18,No
1530,52,Female,Bangalore,Bachelor,1748878,8784950,3,118,No
1531,40,Male,Pune,Bachelor,1880599,3234741,4,93,No
1532,37,Male,Kolkata,PhD,521166,5364927,3,88,Yes
1533,26,Male,Kolkata,Bachelor,1619548,4573733,1,8,No
1534,56,Male,Ahmedabad,Bachelor,644937,3132839,4,99,No
1535,33,Female,Hyderabad,Bachelor,1328072,6318274,4,99,No
1536,46,Male,Ahmedabad,Master,718701,3260526,1,43,Yes
1537,42,Male,Hyderabad,Bachelor,1922036,9403664,3,100,No
1538,57,Female,Mumbai,Bachelor,354797,1240885,2,38,No
1539,44,Male,Hyderabad,PhD,305360,3564621,2,74,No
1540,37,Female,Mumbai,Bachelor,1535050,8518526,4,55,No
1541,60,Female,Bangalore,Bachelor,1009323,8666920,3,50,No
1542,63,Female,Delhi,Master,1046011,6594338,4,49,No
1543,60,Female,Mumbai,Master,1078096,6510047,2,106,No
1544,35,Male,Pune,Bachelor,1296572,2399013,3,96,No
1545,52,Female,Chennai,Bachelor,1793924,2608769,4,36,No
1546,26,Male,Kolkata,Bachelor,1813061,5974266,4,30,No
1547,56,Male,Pune,Bachelor,511010,8153624,1,79,No
1548,44,Female,Kolkata,Master,1227520,3995963,1,16,No
1549,50,Male,Delhi,Bachelor,1774801,1369591,2,102,No
1550,64,Female,Ahmedabad,Master,1171405,2489099,4,87,No
1551,32,Male,Hyderabad,Bachelor,1955179,4211381,3,79,No
1552,39,Male,Chennai,Master,420010,8332673,3,70,No
1553,33,Male,Pune,Bachelor,511634,5880506,2,71,No
1554,30,Male,Chennai,PhD,533890,2163348,1,79,No
1555,31,Female,Mumbai,Bachelor,1976501,7363003,3,24,No
1556,38,Female,Delhi,Master,548166,4945131,3,67,No
1557,59,Male,Pune,Bachelor,1095124,3551665,2,53,No
1558,28,Male,Hyderabad,Bachelor,1089974,8074241,1,56,Yes
1559,34,Male,Chennai,Master,1001458,2740901,1,48,No
1560,61,Male,Hyderabad,Bachelor,1868094,5816379,3,78,No
1561,63,Female,Chennai,Bachelor,1642778,9777248,1,21,No
1562,30,Male,Pune,Master,312148,3664817,4,9,Yes
1563,48,Male,Delhi,Master,1785580,6954607,2,56,No
1564,23,Male,Bangalore,Bachelor,1341170,5189328,2,41,No
1565,26,Female,Pune,Bachelor,1394307,5569008,1,112,No
1566,50,Male,Hyderabad,Bachelor,1055925,7685815,2,43,No
1567,58,Female,Bangalore,PhD,662987,9689064,4,12,No
1568,59,Female,Ahmedabad,Bachelor,832701,605679,4,115,No
1569,40,Male,Delhi,Master,776243,597673,1,24,No
1570,29,Male,Hyderabad,Bachelor,566982,9747118,1,44,No
1571,22,Male,Delhi,Bachelor,879461,5575772,3,105,No
1572,43,Female,Chennai,Bachelor,859147,5820594,3,20,No
1573,38,Female,Pune,Master,793131,1288412,4,35,No
1574,28,Male,Delhi,Bachelor,1254220,8399627,2,35,No
1575,46,Female,Hyderabad,Bachelor,1930032,4892893,3,98,No
1576,25,Male,Pune,Bachelor,725863,7087075,3,92,Yes
1577,57,Male,Kolkata,Bachelor,775296,1492081,3,49,No
1578,27,Male,Hyderabad,Bachelor,755403,1042710,4,5,Yes
1579,52,Male,Hyderabad,Bachelor,1778963,9558677,1,48,No
1580,40,Male,Kolkata,Master,1377364,4480159,3,47,No
1581,60,Male,Kolkata,Bachelor,529323,5082241,4,82,No
1582,48,Female,Bangalore,Bachelor,1493561,6598257,3,55,No
1583,31,Female,Mumbai,PhD,1170738,3195631,2,73,Yes
1584,47,Female,Delhi,Bachelor,1538796,2531568,1,70,No
1585,40,Male,Delhi,PhD,726871,5607730,4,71,No
1586,60,Male,Bangalore,Bachelor,463581,3426323,1,111,No
1587,24,Male,Ahmedabad,Bachelor,1518185,7017059,2,1,Yes
1588,34,Female,Chennai,Bachelor,1895297,6707533,3,94,No
1589,49,Male,Ahmedabad,Bachelor,510526,6538701,2,22,No
1590,41,Female,Delhi,Bachelor,1785466,1579256,4,97,No
1591,49,Male,Kolkata,Bachelor,968601,9896619,2,36,No
1592,29,Female,Ahmedabad,Master,645003,9668149,3,113,No
1593,62,Male,Bangalore,Bachelor,1786148,1295712,3,117,No
1594,60,Male,Delhi,Bachelor,1673188,9318460,2,63,No
1595,22,Female,Delhi,Bachelor,909700,8634596,2,5,Yes
1596,24,Female,Hyderabad,Master,1449031,4260053,1,47,No
1597,34,Female,Bangalore,Bachelor,652311,5370885,4,91,No
1598,49,Male,Kolkata,Bachelor,423898,7015320,3,50,No
1599,46,Female,Chennai,Master,1161490,3147404,2,56,No
1600,54,Female,Delhi,PhD,560919,1642541,2,109,No
1601,59,Male,Chennai,Bachelor,1144271,8794976,2,84,No
1602,27,Male,Mumbai,PhD,491657,7221153,1,98,No
1603,53,Female,Bangalore,Bachelor,533505,7990940,3,36,No
1604,42,Male,Bangalore,PhD,1616195,9004132,1,85,Yes
1605,37,Female,Bangalore,Master,1247617,1080578,4,15,No
1606,42,Female,Kolkata,Master,603156,4955583,3,82,No
1607,32,Female,Ahmedabad,Master,761826,9320282,1,117,No
1608,58,Male,Kolkata,Bachelor,628009,8993598,2,49,No
1609,57,Female,Hyderabad,Bachelor,1708761,3897009,2,86,No
1610,56,Female,Ahmedabad,Bachelor,1192522,6459211,3,39,No
1611,40,Male,Bangalore,Bachelor,709186,888666,4,114,No
1612,41,Female,Hyderabad,Bachelor,541331,2121693,4,70,No
1613,39,Female,Kolkata,PhD,1612389,3881508,2,109,Yes
1614,62,Female,Mumbai,Bachelor,996468,9322035,4,16,No
1615,35,Male,Pune,Bachelor,483801,1210697,3,54,No
1616,36,Female,Hyderabad,Bachelor,1198348,1730460,4,110,No
1617,52,Male,Delhi,Master,619620,2930632,2,92,No
1618,22,Male,Bangalore,Bachelor,695522,6339603,2,30,Yes
1619,24,Female,Ahmedabad,Bachelor,1310653,9082225,1,102,No
1620,37,Female,Pune,Master,1330859,6052990,3,58,No
1621,44,Male,Hyderabad,Master,823918,4341334,1,111,No
1622,32,Female,Ahmedabad,Master,1386281,748462,3,74,No
1623,33,Female,Ahmedabad,Master,399128,6020895,4,74,No
1624,31,Male,Chennai,Bachelor,1944185,7677322,2,67,No
1625,53,Female,Kolkata,Master,1534757,3697216,4,41,No
1626,37,Female,Chennai,Bachelor,714191,6843375,1,111,Yes
1627,29,Male,Delhi,Bachelor,323150,2945258,1,18,No
1628,59,Female,Pune,Bachelor,1287737,4750241,2,86,No
1629,33,Male,Mumbai,Bachelor,1209185,653548,3,63,No
1630,45,Male,Hyderabad,Bachelor,356880,8482786,4,29,No
1631,49,Female,Chennai,Bachelor,1607567,3240307,3,72,No
1632,29,Male,Chennai,Bachelor,526002,7954209,4,60,No
1633,49,Female,Hyderabad,Bachelor,1525955,2837407,3,117,No
1634,57,Female,Chennai,Master,615283,1116000,4,72,No
1635,47,Male,Mumbai,Bachelor,1472220,5014334,4,3,No
1636,29,Male,Ahmedabad,PhD,1419325,7683972,3,118,No
1637,49,Male,Chennai,Bachelor,859780,630964,1,94,No
1638,49,Male,Hyderabad,Master,340556,4582228,3,10,No
1639,58,Male,Bangalore,Master,1811315,9902859,1,72,No
1640,62,Male,Chennai,PhD,1758747,6339130,4,57,No
1641,57,Female,Hyderabad,Bachelor,689217,7191795,3,71,No
1642,48,Female,Ahmedabad,Bachelor,1200282,5953243,4,102,No
1643,38,Male,Ahmedabad,Bachelor,365259,8965008,2,119,No
1644,30,Female,Bangalore,Bachelor,730633,1195462,4,103,No
1645,54,Male,Chennai,Bachelor,1350262,1143328,1,19,No
1646,41,Male,Chennai,Master,882056,2181001,1,14,No
1647,34,Female,Hyderabad,Bachelor,712232,1087897,3,50,No
1648,49,Female,Delhi,Bachelor,957946,3022608,4,33,No
1649,50,Male,Delhi,Bachelor,1694861,3761590,1,64,Yes
1650,34,Male,Pune,Bachelor,1738480,2575891,1,111,No
1651,56,Male,Delhi,PhD,350800,7848028,4,92,No
1652,27,Female,Mumbai,Master,1889121,2671220,4,84,No
1653,39,Male,Ahmedabad,Bachelor,1068761,5281602,1,40,No
1654,26,Male,Pune,Bachelor,1349338,7783898,1,108,No
1655,46,Female,Ahmedabad,PhD,1575406,2437509,3,65,No
1656,23,Female,Delhi,Bachelor,1991594,4752846,4,90,No
1657,31,Female,Bangalore,Master,1817429,3165520,4,74,No
1658,51,Male,Kolkata,PhD,739224,3398817,2,32,No
1659,26,Male,Hyderabad,Bachelor,1314244,7455407,2,113,No
1660,54,Female,Ahmedabad,Bachelor,743560,4329015,4,32,No
1661,22,Male,Delhi,Bachelor,1975848,1865727,3,20,No
1662,39,Male,Bangalore,PhD,808685,6301227,1,36,No
1663,53,Female,Kolkata,Bachelor,378599,8274785,1,94,No
1664,32,Female,Pune,Bachelor,1924042,994651,4,34,No
1665,42,Male,Hyderabad,Master,1393510,9474174,3,33,No
1666,47,Female,Ahmedabad,Master,1613346,2638844,4,78,Yes
1667,46,Female,Delhi,Bachelor,1401721,2998908,3,22,No
1668,43,Male,Pune,Bachelor,1732322,7653353,4,92,No
1669,48,Male,Ahmedabad,Bachelor,461923,647763,4,30,Yes
1670,34,Male,Delhi,Bachelor,382872,6290463,3,63,No
1671,54,Male,Pune,Bachelor,475227,8815042,1,113,No
1672,55,Male,Ahmedabad,Master,1110719,5237946,3,47,No
1673,62,Male,Delhi,Bachelor,1980557,5835960,2,8,Yes
1674,56,Female,Kolkata,Bachelor,602861,894566,3,28,No
1675,22,Female,Bangalore,Bachelor,314722,4293283,4,85,No
1676,42,Female,Mumbai,Bachelor,1744487,2834191,3,73,No
1677,27,Male,Kolkata,Master,922309,1518337,3,45,No
1678,49,Male,Ahmedabad,Master,664417,4981939,4,80,No
1679,38,Male,Bangalore,Master,804421,5919069,1,56,No
1680,26,Male,Hyderabad,Master,1385811,5138753,1,92,No
1681,52,Male,Delhi,Master,1283326,1299692,1,55,Yes
1682,26,Female,Mumbai,Bachelor,1229766,6227349,4,65,No
1683,59,Male,Kolkata,Bachelor,1253434,522533,2,101,Yes
1684,24,Female,Mumbai,Master,335362,8133480,3,114,No
1685,44,Male,Hyderabad,Bachelor,1747485,3935613,3,5,No
1686,58,Female,Ahmedabad,Bachelor,505741,8894685,4,55,Yes
1687,58,Female,Hyderabad,Bachelor,1109111,1591866,2,12,No
1688,31,Female,Mumbai,Bachelor,1779232,7148456,2,10,No
1689,31,Female,Hyderabad,Bachelor,1490108,2194793,3,82,No
1690,40,Female,Hyderabad,Master,898873,6340421,2,79,Yes
1691,38,Female,Ahmedabad,Bachelor,1919243,5511328,1,45,No
1692,42,Female,Delhi,PhD,952642,8211777,4,119,No
1693,35,Male,Bangalore,Bachelor,506386,5693379,1,66,Yes
1694,30,Male,Chennai,Bachelor,978507,3359180,4,119,No
1695,22,Female,Ahmedabad,Bachelor,1873719,4612834,4,116,No
1696,34,Male,Pune,Bachelor,1953421,6453715,3,119,No
1697,25,Male,Ahmedabad,Master,862976,8604862,3,80,No
1698,22,Female,Mumbai,Bachelor,1063071,8591151,4,104,No
1699,61,Male,Pune,Bachelor,1864057,6571466,1,73,No
1700,53,Female,Mumbai,Bachelor,1798468,3942508,3,93,No
1701,55,Male,Mumbai,Bachelor,1915526,8161760,2,80,No
1702,49,Female,Bangalore,Bachelor,1361630,6544091,4,76,Yes
1703,52,Male,Kolkata,Bachelor,1436697,4522152,3,78,No
1704,29,Female,Kolkata,Bachelor,639826,625141,2,104,No
1705,60,Male,Mumbai,Master,1402309,5566417,1,38,No
1706,47,Male,Mumbai,Master,1005652,5226638,4,33,No
1707,55,Male,Bangalore,Bachelor,453841,2776961,2,110,No
1708,24,Female,Hyderabad,Bachelor,422085,9046852,4,61,No
1709,33,Female,Kolkata,Master,1496874,2587671,1,89,No
1710,22,Male,Chennai,Master,1254108,8568584,2,87,No
1711,26,Male,Ahmedabad,Bachelor,411708,2725786,2,71,No
1712,51,Female,Pune,Bachelor,1672380,9762225,3,47,No
1713,51,Male,Mumbai,Bachelor,1950370,2030500,2,97,Yes
1714,38,Male,Bangalore,Bachelor,1013416,8500275,4,7,No
1715,44,Female,Mumbai,Bachelor,1504450,7301914,1,85,No
1716,36,Female,Kolkata,Bachelor,1400344,1340018,3,11,Yes
1717,58,Male,Bangalore,Master,1546789,1696737,1,82,No
1718,42,Female,Pune,Bachelor,1385175,4816419,4,75,No
1719,35,Male,Delhi,Bachelor,1105448,9141050,2,85,No
1720,23,Male,Kolkata,Master,849630,6055316,3,115,No
1721,32,Female,Hyderabad,Master,370407,9550981,3,109,Yes
1722,60,Male,Ahmedabad,Bachelor,1437242,2430950,4,83,No
1723,59,Female,Ahmedabad,Bachelor,837725,7636721,1,91,Yes
1724,55,Female,Delhi,Bachelor,1796535,9367382,3,12,No
1725,59,Male,Bangalore,Bachelor,1210063,835721,3,66,No
1726,55,Female,Mumbai,Bachelor,1785636,8928985,2,70,No
1727,39,Male,Hyderabad,Bachelor,1799657,8825898,4,103,No
1728,51,Female,Kolkata,Bachelor,953011,961255,3,78,No
1729,36,Male,Pune,Master,1626101,4754145,1,48,No
1730,48,Female,Ahmedabad,Bachelor,1271659,6069157,3,25,No
1731,55,Male,Kolkata,Bachelor,1463243,8517639,4,116,No
1732,59,Male,Chennai,Bachelor,1093756,9105262,4,39,No
1733,54,Female,Hyderabad,Master,1374846,4355026,2,79,No
1734,45,Male,Ahmedabad,Master,609357,8160334,3,24,No
1735,36,Male,Mumbai,Master,1129190,5539862,1,21,Yes
1736,51,Male,Ahmedabad,PhD,1258964,6476366,2,97,Yes
1737,63,Male,Ahmedabad,Bachelor,865088,3623076,3,20,No
1738,38,Male,Delhi,Bachelor,823629,8852074,4,44,No
1739,26,Male,Bangalore,Bachelor,1195950,2083728,4,48,No
1740,50,Female,Delhi,Bachelor,654316,9265513,2,6,No
1741,25,Female,Kolkata,Bachelor,1077239,829774,1,72,No
1742,31,Female,Hyderabad,Bachelor,1671997,8646629,2,31,No
1743,38,Female,Chennai,Bachelor,608576,8493199,2,71,Yes
1744,31,Male,Mumbai,Bachelor,1211699,4804715,4,36,No
1745,38,Male,Bangalore,PhD,1329138,2265253,2,92,No
1746,41,Female,Mumbai,Bachelor,1143602,6101675,2,37,Yes
1747,45,Male,Mumbai,Bachelor,427717,6772102,4,34,No
1748,26,Female,Chennai,Bachelor,1674295,6975521,1,114,No
1749,55,Male,Hyderabad,Master,1186587,2257944,2,88,No
1750,27,Male,Delhi,Master,1764085,5676780,1,100,Yes
1751,23,Female,Mumbai,Bachelor,384059,3398507,2,6,Yes
1752,34,Male,Kolkata,Bachelor,1662064,9974200,4,88,No
1753,64,Female,Kolkata,Master,1633086,5658974,3,76,No
1754,64,Female,Mumbai,Bachelor,810126,7330240,3,113,No
1755,32,Female,Mumbai,PhD,1106032,7471146,3,60,No
1756,44,Male,Bangalore,Bachelor,818603,1229093,1,31,No
1757,37,Male,Mumbai,Bachelor,1309597,1231103,2,30,Yes
1758,52,Female,Kolkata,Master,568422,6654355,4,19,No
1759,32,Male,Mumbai,Bachelor,1463804,8699729,1,22,No
1760,37,Female,Ahmedabad,Bachelor,386252,5301732,1,29,No
1761,29,Female,Ahmedabad,Bachelor,957095,2287467,2,19,No
1762,25,Male,Hyderabad,Master,900835,2972049,3,86,No
1763,61,Female,Kolkata,Bachelor,615239,8041703,3,48,No
1764,25,Male,Mumbai,Bachelor,559701,6689646,4,53,No
1765,46,Male,Chennai,Bachelor,1866287,4903013,3,75,No
1766,24,Male,Ahmedabad,Master,1026602,2114613,3,36,No
1767,53,Female,Chennai,Bachelor,1108634,8297014,4,19,No
1768,24,Female,Kolkata,Bachelor,1779720,1707013,2,115,No
1769,48,Male,Mumbai,Bachelor,953557,7721293,4,4,No
1770,50,Male,Chennai,Master,522011,2817872,2,15,No
1771,53,Female,Hyderabad,Master,1519018,4093107,3,63,No
1772,40,Male,Bangalore,Bachelor,1521572,7965440,1,6,No
1773,42,Male,Chennai,Master,797641,2602681,2,85,No
1774,26,Female,Kolkata,Bachelor,1999385,4145039,1,65,No
1775,39,Female,Chennai,Bachelor,537285,861918,4,4,No
1776,49,Female,Delhi,Master,380075,7401989,2,80,Yes
1777,63,Male,Hyderabad,Bachelor,1118727,4063645,2,93,No
1778,43,Female,Chennai,Master,1829304,2827351,3,26,No
1779,42,Female,Bangalore,PhD,1006617,2125002,2,96,No
1780,27,Female,Delhi,Bachelor,1999004,1387763,3,84,No
1781,22,Female,Kolkata,Bachelor,1158796,9658962,1,65,Yes
1782,26,Female,Kolkata,Master,1920556,9994319,1,81,No
1783,62,Female,Mumbai,Bachelor,1952783,6979007,1,4,No
1784,33,Female,Hyderabad,Bachelor,854073,1381010,2,100,Yes
1785,47,Male,Ahmedabad,Bachelor,539114,660605,3,36,No
1786,55,Female,Chennai,Bachelor,1407511,3797842,2,84,No
1787,35,Male,Mumbai,Master,1156012,9572756,2,82,Yes
1788,47,Male,Hyderabad,Bachelor,681107,9952959,2,103,No
1789,48,Female,Kolkata,Master,1591379,1935149,4,4,Yes
1790,30,Male,Delhi,Master,1463291,7987488,3,77,No
1791,47,Female,Chennai,Bachelor,407634,6644874,3,109,No
1792,43,Male,Kolkata,Bachelor,1230011,4634058,4,115,No
1793,51,Female,Ahmedabad,Master,750273,2277686,2,26,No
1794,64,Male,Bangalore,Master,404178,4001232,1,52,No
1795,38,Female,Ahmedabad,Bachelor,1003666,9542042,3,51,No
1796,47,Female,Hyderabad,Bachelor,638313,3516991,1,59,No
1797,57,Male,Kolkata,Bachelor,1659856,4738230,4,73,No
1798,22,Male,Kolkata,Bachelor,1978131,6828566,2,21,No
1799,29,Female,Ahmedabad,Bachelor,495271,3486413,2,62,No
1800,56,Male,Bangalore,Master,1141480,1462228,1,16,Yes
1801,36,Female,Ahmedabad,Bachelor,318087,6030992,4,26,No
1802,43,Male,Ahmedabad,PhD,1408033,2778195,1,38,No
1803,35,Female,Mumbai,Master,1343791,9148373,2,30,Yes
1804,47,Male,Kolkata,Bachelor,1159236,3457335,1,26,No
1805,49,Female,Mumbai,Bachelor,1577279,4134232,4,98,No
1806,44,Male,Delhi,Master,1184553,9724581,4,84,No
1807,35,Female,Delhi,Master,562049,5270418,2,23,No
1808,45,Male,Pune,PhD,1581199,5578610,2,105,No
1809,23,Female,Pune,Bachelor,1157136,3910546,2,96,No
1810,47,Male,Delhi,Bachelor,1669441,2150763,3,30,No
1811,35,Male,Chennai,PhD,1829849,7733599,3,26,No
1812,28,Female,Ahmedabad,Bachelor,1569348,6988799,1,107,No
1813,24,Male,Mumbai,Master,575367,1973702,2,88,Yes
1814,44,Male,Bangalore,Bachelor,1985815,5891766,2,56,No
1815,64,Female,Kolkata,Master,473409,7671155,1,108,No
1816,39,Female,Ahmedabad,Bachelor,581420,5145563,3,67,No
1817,59,Female,Kolkata,Master,433039,2404052,4,88,No
1818,56,Female,Delhi,Bachelor,460804,6938928,1,105,No
1819,36,Male,Ahmedabad,PhD,964459,1737242,4,31,No
1820,46,Male,Chennai,Bachelor,1975982,6658835,4,22,No
1821,58,Male,Ahmedabad,Bachelor,828093,1602439,3,22,No
1822,49,Female,Bangalore,Bachelor,1669822,878317,4,56,No
1823,31,Male,Pune,Master,1020220,6084320,3,59,No
1824,60,Male,Bangalore,Bachelor,1186303,8523800,1,9,Yes
1825,38,Female,Delhi,Bachelor,390475,7026267,1,87,No
1826,60,Male,Mumbai,Bachelor,682614,5484272,3,87,No
1827,43,Male,Ahmedabad,Bachelor,629611,5415495,4,20,No
1828,47,Female,Delhi,Bachelor,327132,1756784,2,27,No
1829,46,Male,Kolkata,Bachelor,669254,7745577,4,27,No
1830,38,Female,Kolkata,Master,533646,8918513,1,61,No
1831,34,Female,Hyderabad,Bachelor,1386716,1053122,4,29,No
1832,41,Male,Chennai,Master,1296705,2027827,4,68,No
1833,46,Male,Chennai,Master,328453,4506607,2,52,Yes
1834,25,Male,Chennai,PhD,647501,947888,2,15,No
1835,31,Female,Hyderabad,Master,1382521,8469783,4,7,Yes
1836,24,Female,Hyderabad,Bachelor,538887,2599249,4,84,No
1837,62,Male,Mumbai,Master,602735,3224955,4,73,No
1838,39,Male,Chennai,Bachelor,496114,7025103,4,112,No
1839,57,Female,Delhi,Bachelor,1935255,9941696,1,93,No
1840,43,Male,Hyderabad,Master,1440252,5356726,3,75,No
1841,55,Male,Delhi,Master,1678668,4898125,3,66,No
1842,29,Female,Pune,Bachelor,718725,4375928,1,24,No
1843,61,Male,Chennai,Bachelor,748163,8676502,1,66,No
1844,40,Male,Hyderabad,Bachelor,1651945,9156910,2,105,Yes
1845,63,Male,Hyderabad,Bachelor,1076366,3339495,4,76,No
1846,62,Male,Mumbai,Master,327606,3198404,2,22,No
1847,58,Female,Delhi,Bachelor,357003,4360937,1,69,Yes
1848,27,Female,Mumbai,Bachelor,710107,5245137,2,116,No
1849,47,Female,Mumbai,Bachelor,1280595,635436,2,80,Yes
1850,55,Female,Delhi,Master,631709,3742479,4,71,No
1851,27,Male,Pune,Master,1488325,8141392,2,43,No
